language,filename,blank,comment,code,"http://cloc.sourceforge.net v 1.64  T=10.28 s (340.1 files/s, 34997.0 lines/s)"
YAML,./test/integration/targets/dnf/tasks/repo.yml,44,15,250
Python,./test/support/integration/plugins/modules/sefcontext.py,50,11,249
Python,./test/sanity/code-smell/package-data.py,80,72,248
YAML,./test/integration/targets/file/tasks/directory_as_dest.yml,54,44,247
Python,./lib/ansible/module_utils/facts/network/linux.py,27,49,246
YAML,./test/integration/targets/uri/tasks/redirect-safe.yml,29,0,245
Python,./test/units/playbook/role/test_role.py,91,86,245
Bourne Shell,./test/lib/ansible_test/_util/target/setup/bootstrap.sh,51,31,244
Python,./lib/ansible/playbook/helpers.py,47,57,242
Python,./lib/ansible/plugins/inventory/ini.py,69,81,242
Python,./test/support/integration/plugins/modules/ec2_ami_info.py,28,10,241
Python,./lib/ansible/plugins/callback/junit.py,64,45,241
Python,./lib/ansible/parsing/yaml/objects.py,97,27,240
YAML,./test/integration/targets/uri/tasks/redirect-all.yml,29,3,240
Python,./lib/ansible/module_utils/facts/collector.py,107,53,240
Python,./test/units/utils/test_vars.py,26,18,238
Python,./lib/ansible/errors/__init__.py,90,39,238
YAML,./test/integration/targets/async/tasks/main.yml,45,18,237
Python,./lib/ansible/modules/async_wrapper.py,71,44,237
YAML,./test/integration/targets/ansible-galaxy-collection/tasks/verify.yml,51,1,237
PowerShell,./test/support/windows-integration/plugins/modules/win_user.ps1,23,14,236
Python,./test/units/playbook/test_included_file.py,67,33,232
Python,./test/lib/ansible_test/_internal/commands/coverage/combine.py,105,22,230
Python,./test/support/network-integration/collections/ansible_collections/vyos/vyos/plugins/module_utils/network/vyos/argspec/firewall_rules/firewall_rules.py,7,27,229
YAML,./test/integration/targets/win_exec_wrapper/tasks/main.yml,42,4,228
YAML,./test/integration/targets/ansible-galaxy-collection/tasks/upgrade.yml,50,7,225
Python,./test/lib/ansible_test/_internal/commands/units/__init__.py,85,19,224
Python,./test/support/network-integration/collections/ansible_collections/cisco/ios/plugins/modules/ios_config.py,64,308,224
Python,./test/support/network-integration/collections/ansible_collections/ansible/netcommon/plugins/module_utils/network/common/parsing.py,62,30,224
Python,./lib/ansible/modules/assemble.py,38,19,223
Python,./test/integration/targets/pause/test-pause.py,52,18,222
PowerShell,./test/integration/targets/module_utils_Ansible.Privilege/library/ansible_privilege_tests.ps1,39,17,222
Python,./lib/ansible/executor/playbook_executor.py,58,56,221
